response,group
7.01607714239676,control
7.887151354151756,control
5.572794517531801,control
8.332825242169896,control
6.585626346667539,control
5.9541437585937675,control
6.0597483176807305,control
9.338743204998403,control
6.72326994488736,control
5.8765624499061015,control
6.516029113886522,control
7.419877655054169,control
6.547033491777427,control
6.507632436504622,control
7.313786996193647,control
5.185129877264119,control
7.454504964315728,control
6.401898264112869,control
6.638945487872604,control
5.779815078831687,control
8.781848408561608,control
6.884316238948833,control
6.26256011326326,control
7.106647961098697,control
6.559901853606011,control
7.288142041581384,control
6.979904417728866,treat
5.451829332702345,treat
6.915010141891457,treat
9.019818133166279,treat
7.419754846612168,treat
7.167744817405102,treat
6.977650220278142,treat
6.3150319966256125,treat
7.7487669399009675,treat
7.012249966714688,treat
6.75837342790727,treat
7.71174329765724,treat
5.34337136189925,treat
6.319949313775844,treat
4.342808841495383,treat
7.411892186916937,treat
8.048595374799435,treat
6.5277339935341585,treat
6.12886892906951,treat
8.212047187603476,treat
6.800732847698478,treat
8.572268760038488,treat
7.259126796045532,treat
7.350379414371138,treat
7.826760049376761,treat
