response,group
6.404969719981383,control
6.859894898600962,control
5.444304759502955,control
6.832333582537569,control
6.823238162031354,control
6.683289879785699,control
7.232345963106235,control
5.247907329561668,control
6.212273164662145,control
5.543948924148878,control
7.929577195387351,control
6.347432343694455,control
6.7147383440279365,control
7.13271194660944,control
8.153382091067078,control
8.698393447400232,control
7.904834734463684,control
6.272899556106166,control
5.956901755246396,control
5.54240986859031,control
6.018646004597648,control
6.583517598594124,control
5.646154467417625,control
6.168415665698705,control
5.574241195340019,control
7.52464535942168,control
6.584116544586079,control
9.709737613939662,control
6.587394325520915,control
6.472186924337629,treat
7.770083643499118,treat
10.245178308953095,treat
6.403399328946632,treat
7.651935253285471,treat
7.925923961434706,treat
7.487727356733971,treat
8.817237845909483,treat
8.586119051388604,treat
8.444276774213277,treat
7.420533593576095,treat
8.046049909472101,treat
9.454005201863113,treat
8.870440652597479,treat
8.828779371850722,treat
6.786723471174994,treat
6.1499512524681785,treat
9.019993147634944,treat
7.368484268484913,treat
8.51182078497729,treat
8.261428257998487,treat
7.037823501847176,treat
7.917489303257582,treat
9.485099709965523,treat
