response,group
7.693126515214686,control
7.686339889396764,control
7.783160849532977,control
5.04234079571015,control
7.814310069026068,control
7.490136979055752,control
8.119031607458208,control
5.157084560715077,control
7.388702240410547,control
8.626190290527749,control
8.521947964123932,control
4.904343419486354,control
5.005273924780974,control
7.938107019035517,control
8.440049145484593,control
8.673319854810844,control
7.970255658294976,control
7.348918370711691,control
7.345242638673141,control
7.080748201352499,control
7.260034121717952,control
6.328003353425469,control
8.45670059417294,control
4.667318568939718,treat
4.454692893352423,treat
5.526068385845683,treat
7.303330652178962,treat
4.184518347114578,treat
5.757043167437374,treat
5.8851913112538385,treat
4.731252403935104,treat
5.404359398848843,treat
5.406405692618268,treat
4.7396500399546415,treat
5.4231011415597035,treat
5.701869426951653,treat
5.270347117841802,treat
5.221405974509823,treat
5.5783091899371655,treat
3.3311205108285042,treat
6.277598414940723,treat
4.122849981372188,treat
5.368432165150985,treat
4.788777069451934,treat
7.279893971934121,treat
5.395664289369567,treat
5.956026696366054,treat
