response,group
7.490528272815545,control
7.159868891567007,control
8.151367152116645,control
8.88125753726287,control
9.304846133359657,control
7.490721955838291,control
7.894368114353314,control
9.4066899963357,control
6.187843277989069,control
6.5865137417868524,control
7.384402405864809,control
7.249246896843543,control
9.672620060644409,control
6.748628792457251,control
7.192803511988318,control
7.443845540224256,control
6.141514834683205,control
5.440416827943954,control
7.501466521183366,control
8.823271534326157,control
8.120390260844633,treat
8.637824770994955,treat
7.989102172531675,treat
8.591498372212877,treat
8.28333717348045,treat
9.402159655213811,treat
6.949209048571257,treat
8.875266459054453,treat
7.975393262016606,treat
9.228402087325778,treat
7.116490057134771,treat
10.158697670722374,treat
8.569332273611932,treat
7.67318210941121,treat
6.802488401131271,treat
7.294122527625967,treat
7.023665497387863,treat
8.753742568354038,treat
8.37088987506323,treat
8.489357080861113,treat
9.789233333543226,treat
8.399109035539462,treat
6.835323368390383,treat
8.720116654014742,treat
7.803073785731506,treat
7.773198981467585,treat
7.973112463062618,treat
8.330142926992469,treat
8.009792472424486,treat
