response,group
7.460693380646758,control
7.4918870770130646,control
6.07563943149724,control
6.066363536802219,control
6.928588823258024,control
6.8557647660370895,control
7.2084092422543895,control
7.024756593349815,control
5.955790625096547,control
6.866740020997105,control
6.916989662542572,control
6.671167446010957,control
7.125960324282813,control
5.0801466181384125,control
6.631870578627047,control
7.020148815180681,control
4.872854128221507,control
7.578651537280299,control
4.518556770708075,control
4.306067964061328,control
5.280525934175717,control
6.764094076917473,control
8.0994838412254,control
6.42312374620008,control
5.118936902425544,control
6.951990808639748,control
7.740029646893326,control
5.5072213729759065,control
5.709913050218864,control
7.124510326739561,treat
7.122936575501473,treat
9.092407376127284,treat
9.731656861535411,treat
10.08144961127898,treat
9.319409127785198,treat
7.577692215831862,treat
9.426772701013727,treat
7.237704366206481,treat
7.04677614919976,treat
6.257068377819229,treat
10.198321595242387,treat
8.850853828328011,treat
9.427015146304804,treat
8.505321512481979,treat
9.203367161276963,treat
8.332695395149832,treat
9.028970497093233,treat
8.568715617138881,treat
7.58124784264307,treat
6.784703391619418,treat
7.629533342100964,treat
8.524945747193795,treat
7.857855291795687,treat
11.003427251166919,treat
8.652817520485268,treat
8.274007580254423,treat
7.688873126736263,treat
8.637436769340615,treat
8.207724983638654,treat
