response,group
6.960722649448193,control
7.565792064941801,control
5.550240825862706,control
6.97858461999923,control
6.357600901245435,control
4.3603037347717475,control
6.28756154032356,control
5.932587819486897,control
5.760571469585401,control
6.1654921643623775,control
7.3763845178285825,control
6.310330817834876,control
5.656572185575697,control
4.918005222898155,control
5.366059731024118,control
5.698719367934164,control
5.2660281987077955,control
4.73907817740632,control
5.4893684423764695,control
6.089714516350595,control
5.831692869020662,control
5.586808541555645,control
5.12973405238064,control
5.666520583653589,control
6.36458818250216,control
7.636878098272843,treat
8.487447167109035,treat
7.991101798589258,treat
8.007110271130873,treat
8.50452153187671,treat
5.923192498354169,treat
6.409557752930006,treat
7.345935747122718,treat
7.499158629800049,treat
6.059433720343412,treat
8.929910620716567,treat
9.203550230498767,treat
6.860669886171893,treat
7.613705261643179,treat
7.094342375052488,treat
8.101375681134796,treat
7.730030528080263,treat
4.778427428603338,treat
7.805014823198341,treat
7.694472201690971,treat
7.918952550290584,treat
7.712993924768359,treat
6.697030760963399,treat
8.243931025477528,treat
