response,group
6.829811101871719,control
5.1776510394571815,control
6.390541842326887,control
5.68627861275477,control
6.8577631715706975,control
5.939783537616844,control
6.054472817958814,control
7.43401602843398,control
5.450277703932065,control
6.421698045261739,control
7.449965258434587,control
6.446998910842428,control
7.644758701044335,control
8.357771923396456,control
7.369464581395964,control
9.43900255042723,control
5.512460066248219,control
7.3926020272153075,control
8.16401305091996,control
6.867915365869646,control
5.456084208036394,control
7.613747244314996,control
7.038953949510528,control
8.018438114783482,control
7.012199545487768,control
9.067059290128975,control
6.976979134692651,control
8.109059729979398,treat
8.850460225407055,treat
8.095690777632653,treat
8.20021529687737,treat
7.276273203039977,treat
7.473975494405794,treat
7.044925222221369,treat
8.374677062342851,treat
7.606067055665126,treat
7.239972611099555,treat
6.005306079682013,treat
7.117964670077172,treat
8.436081645430548,treat
7.8219927559882585,treat
7.059165637346285,treat
7.224044872091209,treat
6.1033429685698595,treat
7.072957774956607,treat
9.145462908710073,treat
5.631819260979849,treat
7.585722007863807,treat
7.099420561767502,treat
6.153367257770416,treat
7.195584029372875,treat
7.094142619272055,treat
