response,group
4.926374618627073,control
6.069138382874952,control
6.021161710294437,control
4.762385476287718,control
6.6067916385150856,control
8.01960259840316,control
5.602682660826563,control
6.513416097430538,control
4.707358308959543,control
5.573231889504444,control
6.279745390586165,control
6.29648342612543,control
6.327569792003392,control
4.397915863362721,control
7.926363307676949,control
5.018929059115233,control
5.781992032550283,control
5.857863231757897,control
5.888872984123816,control
5.777118273981035,control
7.665179278819069,treat
7.12838220925338,treat
6.123150285118327,treat
6.4212160128557185,treat
7.37511708495286,treat
7.977247133323063,treat
7.448358465203584,treat
7.852946364574579,treat
7.097206640391225,treat
6.803050692833833,treat
5.7036054225951585,treat
5.936076734759437,treat
7.725942750274725,treat
7.309055335924844,treat
5.913539026017537,treat
6.667125838056251,treat
7.571451305928649,treat
6.924400303134556,treat
7.390323568409607,treat
10.208991566525874,treat
