response,group
7.221054281907516,control
6.824463736563796,control
6.44378042816534,control
6.300279773607594,control
7.994660182103062,control
7.039761846517035,control
6.84914921095765,control
7.248281556941672,control
5.687790957415078,control
6.628269272540897,control
7.456555707261597,control
7.674642017438587,control
6.87033663280598,control
5.864698986642746,control
6.492119508536264,control
7.40181322751088,control
6.253587773841412,control
6.354096251727842,control
5.803947379858593,control
7.403992363431107,control
7.858583358600072,control
7.289851483434154,control
7.990673787811432,control
8.261495080933056,treat
8.133145571465937,treat
10.209957254105051,treat
7.627576340846,treat
8.163145994371481,treat
9.530829868481128,treat
7.385959375045361,treat
9.359183489631206,treat
8.26601347846273,treat
9.594195154265321,treat
7.909685660921854,treat
7.006592731204862,treat
8.742954020782522,treat
7.826533768833933,treat
7.233410231980743,treat
9.121439178585941,treat
7.608346522868776,treat
7.027479579790257,treat
9.813746641852859,treat
8.122947012457246,treat
8.590632979984282,treat
7.672540183521176,treat
6.89446448223081,treat
6.928344168979834,treat
8.776306446420953,treat
7.929523296229998,treat
8.127295844518649,treat
8.346347191478388,treat
9.41335726715999,treat
7.9826457763302425,treat
